"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPRE_RA","POPRE_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO",220245,4008,3878,1999,1879,1102,2049,727,552,952,375,NA,0.553,NA,NA,49,49,49,4,18,11,7,5,4,0,0,0,45,17,21,27,22.49,6.77,1,3,17,0,0,3,2,2,0,45,0,33,16,23,26,49,0,0,0,0,49,0,0,49,0,0,39,40,40,39.37,1.18,0,22,2,2,23,49,0,27,22,49,0,0,23,0,20,1,4,0,0,0,0,1,49,0,0,0,0,22,27,2,2,0,45,0,1,44,4,3130,3450,3610,3390.71,445.5,2,40,7,0,49,9.49,0.65,0,49,23,0,0,2,21,0,4,7,7,3,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.201,NA,51.47,5.74,0,0,0,0,0,0,0
2015,"MUNICIPIO",220250,10641,10212,5202,5010,3101,5448,1663,1525,2635,850,NA,0.552,NA,NA,177,126,126,4,41,62,41,24,4,1,0,0,173,19,23,27,23.45,5.42,3,36,71,0,0,2,5,22,0,147,0,34,141,65,112,175,2,0,0,1,170,0,2,171,0,2,38,39,40,38.8,1.85,0,35,13,16,108,160,17,69,108,169,4,3,51,5,52,8,36,3,1,2,3,12,176,1,0,0,0,91,86,5,22,0,147,0,12,158,7,3000,3250,3550,3254.21,469.9,11,142,18,1,130,9.27,0.68,0,177,48,0,0,3,45,5,8,11,5,16,26,22,5,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.109,NA,67.17,4.51,0,0,0,11.3,11.3,0,11.3
2015,"MUNICIPIO",220253,5728,5525,2837,2688,1697,2804,1024,863,1328,497,NA,0.505,NA,NA,60,45,45,0,16,12,12,15,5,0,0,0,60,19,25,31,25.45,6.33,0,12,26,0,2,1,6,6,0,41,0,15,42,23,37,59,1,0,0,1,53,0,6,54,0,6,38,39,40,38.85,2.36,0,26,6,4,20,60,0,47,13,59,1,0,16,3,24,1,4,0,1,1,0,10,59,0,0,1,0,35,25,6,6,0,41,0,8,47,5,2822.5,3270,3547.5,3193.27,615.58,5,49,5,2,57,9.59,1.35,2,58,35,0,0,8,27,2,8,7,5,5,26,9,1,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572,NA,45.18,6.11,0,0,0,50,50,0,50
2015,"MUNICIPIO",220255,4994,4826,2500,2326,1426,2587,813,706,1221,399,NA,0.541,NA,NA,81,76,76,2,22,17,21,9,8,2,0,0,79,19,24,29,24.62,6.91,2,5,36,0,2,4,14,0,0,67,0,19,62,40,41,81,0,0,0,2,77,0,1,79,0,1,38,39,40,38.73,2.29,0,13,2,6,55,81,0,34,47,77,4,0,28,7,21,4,9,3,1,0,0,7,73,8,0,0,0,37,44,14,0,0,67,0,6,71,4,2950,3300,3550,3221.79,559.06,6,67,7,1,78,9.47,1.2,1,80,31,0,0,5,26,1,4,9,4,8,17,14,2,0,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127,NA,66.34,6.21,0,0,0,37.04,24.69,12.35,37.04
2015,"MUNICIPIO",220260,18160,18336,8982,9354,5183,9087,4066,2508,4660,2186,NA,0.587,NA,NA,286,136,136,6,91,65,78,34,10,2,0,0,280,18,23,28,23.55,6.15,1,36,121,0,9,11,8,10,3,260,0,163,119,107,179,278,8,0,2,2,263,0,18,267,0,18,38,39,40,38.78,2.32,0,59,8,29,170,100,186,185,101,275,8,0,64,27,93,20,41,1,5,8,0,23,257,25,3,1,0,146,140,8,10,3,260,0,20,246,19,2975,3300,3580,3254.78,582.24,17,223,32,5,164,9.31,1.26,4,281,126,0,0,20,106,3,12,45,7,39,75,51,6,0,8,8,0,0,0,0,0,0,8,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,13.278,NA,61.37,6.94,349.65,21.46,21.46,27.97,27.97,0,27.97
2015,"MUNICIPIO",220265,5279,5039,2656,2383,1623,2610,806,823,1192,368,NA,0.488,NA,NA,86,65,65,0,18,30,24,10,3,0,1,0,86,20,23,28,24.13,5.93,0,11,44,0,1,0,10,4,0,65,0,21,63,36,50,84,2,0,0,0,76,0,10,76,0,10,38,39,41,39.1,2.1,0,23,2,15,40,85,1,64,22,82,2,0,23,7,37,3,5,2,0,2,0,7,82,2,1,1,0,48,38,10,4,0,65,0,4,77,5,2960,3404,3597.5,3313.1,503.58,2,72,9,1,80,9.67,0.82,0,85,25,0,0,1,24,1,6,9,1,7,17,8,1,0,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.111,NA,72.15,4.74,0,0,0,34.88,23.26,11.63,34.88
2015,"MUNICIPIO",220270,27230,26036,13165,12871,8089,13411,4536,3954,6602,2315,NA,0.497,NA,NA,425,338,338,6,96,125,109,56,25,7,1,0,419,20,24,28,24.61,6.38,8,92,180,0,9,20,92,15,1,278,0,78,340,184,241,419,5,0,2,3,376,0,42,381,0,42,38,39,40,38.78,2.4,0,106,43,54,211,404,21,307,117,410,6,2,119,35,155,12,34,3,3,5,2,49,411,0,9,5,0,224,201,92,15,1,278,0,32,371,21,2929,3235,3520,3210.93,542.33,27,343,38,7,403,9.5,1.06,4,418,170,0,0,19,151,1,26,61,17,46,108,62,8,0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.064,12.571,64.37,6.24,0,0,0,14.12,14.12,0,14.12
2015,"MUNICIPIO",220271,4621,4525,2207,2318,1220,2308,997,598,1198,522,NA,0.555,NA,NA,65,19,19,3,17,13,20,8,4,0,0,0,62,19,24,28,23.91,6.24,1,9,26,0,0,3,2,0,1,56,0,19,46,31,34,65,0,0,1,0,60,0,4,61,0,4,38,39,40,38.83,2.49,0,10,4,12,37,65,0,33,32,61,2,0,19,7,15,7,7,2,0,0,0,6,28,37,0,0,0,34,31,2,0,1,56,0,5,57,3,3100,3376,3700,3317.88,546.64,5,50,10,1,26,9.41,1.15,2,63,25,0,0,3,22,2,2,6,1,11,13,12,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,NA,54.26,5.41,0,0,0,30.77,30.77,0,30.77
2015,"MUNICIPIO",220272,6028,5572,2797,2775,1602,2962,1008,791,1479,505,NA,0.498,NA,NA,56,47,47,0,15,15,18,4,4,0,0,0,56,19,24,28,24.27,5.7,0,13,29,0,1,4,13,0,0,39,0,12,40,31,25,56,0,0,0,0,51,0,5,51,0,5,38,39,40,39.14,1.58,0,16,8,5,27,56,0,32,24,54,1,0,21,7,13,2,7,1,0,0,0,4,56,0,0,0,0,24,32,13,0,0,39,0,2,50,4,3070,3210,3555.75,3319.3,484.31,3,47,6,4,52,9.3,1.22,0,56,40,0,0,3,37,0,4,23,3,7,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,37.86,6.64,0,0,0,0,0,0,0
2015,"MUNICIPIO",220273,3930,3811,1970,1841,1032,1972,807,490,941,410,NA,0.565,NA,NA,47,24,24,2,8,15,13,7,2,0,0,0,45,20,23,28.5,24.15,6.1,0,5,15,0,0,1,4,0,0,40,0,9,38,18,29,47,0,0,0,0,44,0,2,44,0,2,38,39,40,38.83,2,0,9,4,7,16,47,0,33,14,45,1,0,9,5,16,1,7,0,1,0,0,6,39,8,0,0,0,17,30,4,0,0,40,0,5,41,1,2899,3245,3472.5,3172.21,438.47,3,39,3,0,39,9.64,0.58,0,46,19,0,0,3,16,1,5,4,2,4,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363,NA,49.95,4.83,0,0,0,0,0,0,0
2015,"MUNICIPIO",220275,6314,6036,2963,3073,1797,3091,1148,907,1586,580,NA,0.628,NA,NA,78,54,54,0,26,19,15,14,4,0,0,0,78,18,23.5,28.75,23.79,5.99,0,6,23,0,0,9,4,4,1,65,0,28,49,28,50,74,4,0,1,0,72,0,3,73,0,3,38,39,40,38.74,2.42,0,26,4,6,38,75,3,41,37,75,2,0,19,3,25,2,14,0,1,4,0,7,75,1,2,0,0,39,39,4,4,1,65,0,5,69,4,3000,3300,3662,3274.56,539.2,1,57,12,8,62,8.5,2.67,0,77,36,0,0,6,30,1,2,10,10,7,18,18,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.357,NA,49.18,5.7,0,0,0,12.82,12.82,0,12.82
2015,"MUNICIPIO",220277,7527,7433,3701,3732,2045,3893,1495,1004,1935,793,NA,0.588,NA,NA,98,80,80,1,21,32,22,17,3,2,0,0,97,20,24,29,24.68,5.99,0,5,37,0,5,6,5,4,0,84,0,16,78,34,64,94,4,1,1,0,93,0,3,95,0,3,38,39,40,38.47,2.73,0,16,9,11,57,98,0,46,52,90,6,1,22,3,34,2,16,1,3,4,1,11,98,0,0,0,0,40,58,5,4,0,84,0,8,82,8,2941.25,3240,3593.75,3252.98,597.54,6,68,18,0,98,9.38,0.73,1,96,49,0,0,5,44,2,6,18,6,12,22,27,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.348,NA,50.65,6.51,0,0,0,10.2,10.2,0,10.2
2015,"MUNICIPIO",220280,4536,4475,2247,2228,1236,2221,1018,592,1106,530,NA,0.589,NA,NA,67,59,59,3,16,18,14,10,3,3,0,0,64,19,23,29,24.28,6.7,0,6,27,0,3,2,10,4,0,50,0,31,35,34,33,65,2,0,0,0,65,0,2,65,0,2,38,39,40,38.96,1.78,0,15,0,7,44,66,1,30,37,62,4,0,25,6,17,0,10,0,2,2,0,4,67,0,0,0,0,29,38,10,4,0,50,0,7,58,2,2892.5,3180,3445,3140.81,454.19,7,55,2,2,63,9.18,1.29,1,66,28,0,0,1,27,0,3,13,2,9,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.245,NA,60.58,6.17,0,0,0,0,0,0,0
2015,"MUNICIPIO",220285,4602,4541,2378,2163,1170,2400,971,551,1118,494,NA,0.546,NA,NA,56,48,48,1,11,22,10,10,2,0,0,0,55,20,22.5,28,23.93,5.69,0,4,16,0,0,1,2,0,0,53,0,18,36,24,32,56,0,0,0,0,55,0,1,55,0,1,38,39,39,38.52,1.45,0,15,1,7,33,56,0,16,40,52,0,3,20,1,13,0,15,0,0,0,3,3,56,0,0,0,0,32,24,2,0,0,53,0,2,50,4,3090,3245,3510,3310.02,414.85,1,48,6,0,52,9.48,0.61,0,56,17,0,0,3,14,2,0,7,1,4,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,NA,50.09,3.69,0,0,0,0,0,0,0
2015,"MUNICIPIO",220290,26084,25407,12844,12563,7753,13355,4299,3757,6606,2200,NA,0.642,NA,NA,441,110,110,3,115,132,87,72,25,7,0,0,438,19,23,29,24.37,6.46,2,32,153,0,14,46,42,58,1,336,0,150,288,174,267,433,8,0,2,4,403,0,32,409,0,32,38,39,40,38.82,2.36,0,140,55,44,184,45,396,285,156,426,12,1,131,24,158,16,50,3,7,8,1,41,435,0,5,1,0,243,198,42,58,1,336,0,23,384,32,3000,3300,3550,3274.29,494.25,27,341,58,0,123,9.73,0.56,1,433,116,0,0,23,93,5,11,32,13,32,69,47,9,0,5,5,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20.912,3.905,66.76,4.45,0,15.14,0,11.34,11.34,0,11.34
2015,"MUNICIPIO",220300,8102,7831,4087,3744,2488,3879,1464,1189,1836,719,NA,0.573,NA,NA,102,32,32,2,28,28,21,12,10,1,0,0,100,19,23,29,24.25,6.9,1,18,36,0,1,8,9,16,0,74,0,22,76,38,64,98,4,0,1,2,91,0,8,94,0,8,38,39,40.75,38.98,2.54,0,29,7,11,54,90,12,74,28,100,1,1,25,7,41,4,13,0,1,4,1,6,99,0,2,0,0,61,41,9,16,0,74,0,5,90,7,2912.5,3300,3550,3245.59,566.63,5,80,12,1,35,9.47,1.03,0,101,27,0,0,5,22,1,2,9,2,8,20,7,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,NA,55.56,3.33,0,0,0,19.61,19.61,0,19.61
2015,"MUNICIPIO",220310,10214,9981,5036,4945,3003,5151,1827,1457,2529,959,NA,0.566,NA,NA,174,105,105,3,49,54,38,18,11,1,0,0,171,19,23,27,23.48,6.03,0,24,67,0,2,10,10,8,0,156,0,52,121,65,109,169,5,1,0,2,166,0,5,169,0,5,38,39,40,38.33,2.43,0,42,20,24,85,174,0,77,97,165,9,0,35,20,36,13,41,1,5,5,0,18,174,0,0,0,0,89,85,10,8,0,156,0,16,149,9,2870,3197,3577.5,3155.84,601.62,13,139,16,3,107,9.25,1.36,1,171,46,0,0,11,35,1,4,11,4,15,30,16,1,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.883,NA,68.8,4.5,0,0,0,17.24,17.24,0,17.24
2015,"MUNICIPIO",220320,11121,10761,5455,5306,3280,5503,1978,1604,2702,1000,NA,0.607,NA,NA,192,104,104,4,48,56,49,26,9,0,0,0,188,19,24,28,23.89,5.96,0,26,81,0,3,11,6,4,0,181,0,55,134,70,122,188,4,1,1,0,175,0,14,177,0,14,38,39,41,39.14,2.54,0,30,19,23,114,40,152,109,83,176,1,0,46,5,66,4,32,1,0,4,0,18,191,0,0,1,0,101,91,6,4,0,182,0,8,165,19,3100,3403,3700,3379.54,525.32,9,147,26,0,157,9.4,0.72,2,151,56,0,0,8,48,3,10,18,5,12,35,21,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.547,NA,71.06,5.04,0,0,0,5.21,5.21,0,5.21
2015,"MUNICIPIO",220323,4845,4704,2473,2231,1514,2313,877,727,1067,437,NA,0.542,NA,NA,93,48,48,0,23,29,22,11,7,1,0,0,93,20,24,28,24.55,5.93,1,15,37,0,2,3,6,7,0,79,0,30,61,25,68,93,0,0,0,1,87,0,5,88,0,5,38,39,40,38.77,1.79,0,20,8,14,48,93,0,30,63,91,2,0,16,8,18,14,28,0,2,0,0,7,93,0,0,0,0,44,49,6,7,0,79,0,7,81,5,2846,3188,3460,3174.95,506.56,6,78,8,0,52,9.6,0.57,0,93,18,0,0,2,16,0,2,5,1,8,7,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,NA,NA,87.16,3.72,1075.27,93.72,93.72,0,0,0,0
2015,"MUNICIPIO",220325,4337,4183,2144,2039,1248,2102,833,589,1027,423,NA,0.555,NA,NA,75,43,43,0,22,21,20,7,4,1,0,0,75,19,24,28,23.91,5.99,1,7,26,0,1,3,7,7,0,55,0,15,59,29,46,73,2,0,0,0,73,0,2,73,0,2,38,39,40,38.72,2.2,0,17,6,8,22,71,4,40,35,71,0,0,22,2,20,2,12,0,0,2,0,11,70,1,2,2,0,35,40,7,7,0,55,0,8,65,2,2885,3215,3442.5,3139.15,531.88,8,58,5,0,74,9.68,0.66,1,71,19,0,0,1,18,1,2,9,0,6,9,10,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,73.03,4.38,0,0,0,13.33,13.33,0,13.33
2015,"MUNICIPIO",220327,5086,4869,2531,2338,1653,2497,719,791,1199,348,NA,0.527,NA,NA,69,48,48,1,19,17,15,8,7,2,0,0,68,19,24,29,25.01,7.16,2,10,23,0,1,4,13,0,0,48,0,25,42,29,40,66,2,0,0,0,65,0,4,65,0,4,38,39,40,38.89,1.81,0,14,8,11,27,61,8,37,32,46,17,0,16,2,17,2,4,10,7,2,0,2,56,5,7,1,0,39,30,13,0,0,54,0,2,59,4,2900,3220,3600,3256.46,452.79,6,46,7,0,60,9.9,0.35,0,67,16,0,0,3,13,1,3,5,0,4,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,NA,57.55,3.15,0,0,0,0,0,0,0
2015,"MUNICIPIO",220330,13552,13278,6477,6801,3495,6987,2796,1740,3543,1518,NA,0.618,NA,NA,209,138,138,2,46,56,60,26,14,5,0,0,207,20,25,29,24.99,6.35,0,13,72,0,8,6,20,18,0,158,0,53,154,88,121,207,2,0,0,4,193,0,11,197,0,11,38,39,40,38.63,2.29,0,41,11,13,101,204,5,112,97,197,3,1,60,11,57,5,41,1,2,1,1,21,207,1,1,0,0,99,110,20,18,0,158,0,19,181,9,2880,3260,3545,3191.48,539.97,20,156,24,3,202,9.7,0.85,3,205,94,0,0,7,87,4,11,32,6,34,56,38,3,0,3,3,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.981,NA,58.99,6.94,0,28.22,0,14.35,14.35,0,14.35
2015,"MUNICIPIO",220335,6862,6675,3403,3272,1736,3530,1409,861,1675,736,NA,0.561,NA,NA,101,71,71,1,29,26,18,18,8,1,0,0,100,19,23,30,24.3,6.56,1,10,35,0,1,8,9,3,0,87,0,25,76,38,63,99,2,0,1,1,94,0,4,96,0,4,38,39,39,38.37,2.09,0,20,17,14,47,97,4,37,64,95,0,2,27,6,31,5,14,0,0,2,2,9,97,0,4,0,0,54,46,9,3,0,87,0,7,87,7,3000,3150,3450,3196.1,498.13,6,79,12,0,78,9.27,0.66,1,100,39,0,0,3,36,1,5,16,3,11,27,11,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.516,NA,60.3,5.68,0,0,0,9.9,9.9,0,9.9
2015,"MUNICIPIO",220340,6756,6569,3221,3348,1577,3599,1393,783,1832,733,NA,0.601,NA,NA,75,70,70,1,24,17,19,11,3,0,0,0,74,18,24,29,23.76,6.3,0,7,31,0,7,3,16,0,0,59,0,26,48,38,37,75,0,0,0,0,74,0,1,74,0,1,38,39,40,38.65,1.43,0,16,5,11,42,75,0,21,54,72,1,1,26,9,18,4,11,0,1,0,1,4,75,0,0,0,0,37,38,16,0,0,59,0,7,64,4,2865,3240,3496,3191.23,497.73,4,64,7,0,75,9.43,0.74,0,75,37,0,0,1,36,1,9,19,1,6,20,17,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.437,NA,40.94,5.48,0,0,0,13.33,13.33,0,13.33
2015,"MUNICIPIO",220342,4290,4264,2156,2108,1330,2069,865,661,1010,437,NA,0.55,NA,NA,54,33,33,0,16,20,12,1,4,1,0,0,54,19,22,26,23.48,5.98,3,12,20,0,2,0,7,3,0,27,0,6,45,19,35,54,0,0,0,0,48,0,6,48,0,6,38,39,40.25,39.17,2.06,0,18,4,7,23,52,2,32,22,50,1,0,15,0,23,1,7,0,1,0,0,4,52,1,1,0,0,28,26,9,3,0,27,0,4,47,3,2921,3240,3600,3244.78,541.27,6,39,7,0,50,9.68,0.68,0,53,24,0,0,2,22,1,5,9,0,7,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297,NA,53.47,5.59,0,0,0,0,0,0,0
2015,"MUNICIPIO",220345,9387,9245,4733,4512,2422,4834,1989,1181,2327,1004,NA,0.549,NA,NA,92,64,64,1,22,21,22,19,7,0,0,0,91,19.75,25,30,25.13,6.29,0,10,31,0,1,6,13,6,0,73,0,28,63,47,45,91,0,0,0,0,89,0,2,89,0,2,38,39,40,38.91,1.47,0,26,12,10,40,89,3,27,65,83,5,3,34,7,28,0,10,3,2,0,3,2,89,3,0,0,0,45,47,13,6,0,73,0,2,87,3,2900,3175,3477.5,3171.68,430.34,10,76,4,2,66,9.09,0.91,0,91,49,0,0,4,45,3,7,20,5,10,26,23,4,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,NA,NA,39.54,5.22,1086.96,42.97,42.97,21.74,21.74,0,21.74
2015,"MUNICIPIO",220350,14432,14512,7148,7364,3386,7523,3603,1634,3774,1956,NA,0.58,NA,NA,165,134,134,2,41,34,46,26,15,1,0,0,163,19,25,30,24.98,6.4,1,19,51,0,10,14,7,2,1,151,0,65,98,76,89,162,3,0,0,3,153,0,6,156,0,6,38,39,40,38.27,2.45,0,27,3,23,101,121,44,88,77,155,3,0,55,3,42,3,25,1,1,3,0,23,165,0,0,0,0,75,90,7,2,1,151,0,15,138,12,2950,3260,3575,3223.33,608.7,6,122,28,3,158,9.66,1.1,0,163,113,0,0,7,106,2,15,52,3,34,58,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.168,NA,43.72,7.83,0,0,0,0,0,0,0
2015,"MUNICIPIO",220360,4807,4665,2402,2263,1193,2345,1127,548,1122,593,NA,0.595,NA,NA,50,44,44,0,13,12,16,6,3,0,0,0,50,19.25,24.5,28.75,24.48,6.19,1,3,17,0,2,4,3,0,1,45,0,16,34,13,37,50,0,0,0,0,46,0,4,46,0,4,38.25,39,40,39.24,1.78,0,15,1,5,26,50,0,24,26,49,1,0,9,3,14,1,19,0,1,0,0,3,50,0,0,0,0,29,21,3,0,1,45,0,5,43,2,3110,3350,3530,3270.24,553.07,3,40,6,14,35,7,3.92,0,49,39,0,0,3,36,2,6,15,1,12,25,14,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.638,NA,44.56,8.11,0,0,0,20,0,20,20
2015,"MUNICIPIO",220370,38874,37767,18776,18991,10290,20285,7192,5049,10096,3846,NA,0.605,NA,NA,635,574,574,7,146,183,162,91,37,9,0,0,628,20,24,28,24.58,6.11,5,66,246,0,17,30,68,24,2,526,0,133,494,262,373,629,6,1,3,7,586,0,37,597,0,37,38,39,40,38.76,2.4,0,170,50,62,330,116,519,299,336,609,21,3,195,27,182,21,116,7,13,6,3,63,633,0,2,0,0,336,299,68,24,2,526,0,46,558,31,2900,3250,3530,3196.4,547.98,49,509,56,11,623,9.14,0.99,4,627,234,0,0,35,199,2,33,88,9,67,132,102,11,0,12,12,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.687,NA,62.9,6.02,0,0,0,18.9,18.9,0,18.9
2015,"MUNICIPIO",220375,5199,5074,2574,2500,1463,2604,1007,727,1263,510,NA,0.548,NA,NA,65,50,50,0,11,20,21,9,4,0,0,0,65,21,25,28,25,5.23,0,4,31,0,1,3,1,2,0,61,0,18,45,20,45,65,0,0,0,0,64,0,1,64,0,1,38,39,40,38.78,1.51,0,21,6,9,27,65,0,24,41,63,1,1,16,1,27,3,11,0,1,0,1,5,64,1,0,0,0,30,35,1,2,0,61,0,2,61,2,2900,3200,3450,3181.92,506.73,3,59,3,0,52,9.35,0.68,0,65,16,0,0,2,14,0,3,4,3,4,9,7,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,51.46,3.08,0,0,0,15.38,15.38,0,15.38
2015,"MUNICIPIO",220380,4394,4366,2219,2147,1244,2171,951,609,1066,472,NA,0.547,NA,NA,56,44,44,0,11,19,13,10,2,1,0,0,56,20,24,29,24.96,5.74,1,8,15,0,1,2,5,5,0,41,0,22,33,19,37,54,2,0,0,0,53,0,3,53,0,3,38,39,40,38.88,1.82,0,13,6,8,27,54,2,27,29,48,4,1,13,2,14,5,6,2,2,2,1,6,55,1,0,0,0,26,30,5,5,0,41,0,2,50,4,2933.75,3182,3535,3234.95,481.79,7,41,5,1,55,9.34,0.9,3,53,43,0,0,3,40,4,5,18,1,12,25,18,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504,NA,52.53,9.79,0,0,0,17.86,17.86,0,17.86
2015,"MUNICIPIO",220385,2515,2482,1272,1210,611,1266,605,260,640,310,NA,0.538,NA,NA,19,16,16,0,2,10,4,2,1,0,0,0,19,20,23,26.5,24.32,4.94,0,1,6,0,1,2,5,1,0,12,0,4,15,11,8,19,0,0,0,0,19,0,0,19,0,0,38.5,40,40,38.95,2.07,0,2,0,4,12,19,0,8,11,19,0,0,9,2,2,1,3,0,0,0,0,2,19,0,0,0,0,7,12,5,1,0,12,0,0,15,4,3215,3410,3850,3528.26,527.32,0,12,7,0,19,9.37,0.76,0,19,24,0,0,3,21,1,4,11,3,2,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,29.69,9.54,0,0,0,0,0,0,0
2015,"MUNICIPIO",220390,58803,57690,27309,30381,13990,32439,11261,6898,16979,6504,NA,0.7,NA,NA,1011,847,847,15,174,247,264,206,84,21,0,0,996,21,26,30,25.98,6.41,2,48,227,0,63,185,115,52,8,787,1,506,496,423,588,991,20,1,1,6,944,0,43,952,0,43,38,39,40,38.61,2.06,0,180,146,127,513,116,895,366,645,946,39,5,284,68,205,59,212,15,20,20,5,89,1007,0,3,0,0,490,520,115,52,8,787,1,93,860,58,2900,3240,3570.5,3207.16,593.18,86,763,119,17,987,9.43,1.06,7,992,450,0,0,58,392,10,67,154,48,113,241,207,18,0,17,17,0,0,0,1,0,0,16,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,56.562,1.95,59.54,7.65,98.91,5.89,5.89,16.82,16.82,0,16.82
