"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPRE_RA","POPRE_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO",220117,3887,3852,1821,2031,1027,1928,897,556,996,479,NA,0.577,NA,NA,44,37,37,2,10,7,12,11,2,0,0,0,42,19,26.5,30.25,25.05,6.32,0,8,14,0,1,1,3,1,0,40,0,17,27,16,28,42,2,0,0,0,41,0,2,41,0,2,38,39,40,38.88,2.27,0,12,3,4,24,44,0,24,20,43,1,0,11,0,17,1,9,1,0,2,0,2,44,0,0,0,0,24,20,3,1,0,40,0,8,32,4,2843.75,3180,3512.5,3154.32,671.71,4,31,4,0,43,9.93,0.26,0,44,31,0,0,1,30,0,3,20,4,3,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,44.18,7.98,0,0,0,0,0,0,0
2015,"MUNICIPIO",220120,46072,44850,22566,22284,13168,23389,8293,6363,11623,4298,NA,0.595,NA,NA,780,621,621,6,172,237,206,115,27,15,2,0,774,20,24,29,24.66,5.97,13,98,297,0,15,39,28,18,2,702,0,138,630,275,505,765,13,0,1,9,699,0,63,709,0,63,38,39,40,38.98,2.32,0,159,66,88,395,389,391,520,260,731,29,0,199,23,265,14,139,13,14,14,0,76,765,11,2,2,0,402,378,28,18,2,702,0,50,667,63,3000,3350,3650,3307.58,522.23,36,601,100,37,727,9.35,1.8,2,773,266,0,0,32,234,11,34,77,27,85,150,115,15,0,11,11,0,0,1,1,0,0,8,0,2,1,0,0,1,0,2,2,0,0,1,0,0,0,21.861,NA,67.11,5.77,256.41,17.21,17.21,14.1,14.1,0,14.1
2015,"MUNICIPIO",220130,3287,3234,1690,1544,1014,1614,606,504,731,309,NA,0.557,NA,NA,34,10,10,0,11,6,9,6,1,1,0,0,34,18.25,24.5,28.75,24.74,6.79,0,4,11,0,1,3,0,4,0,30,0,9,25,15,19,32,2,0,0,1,29,0,3,30,0,3,38,39,40,38.88,2.22,0,12,3,3,15,32,2,23,11,32,2,0,9,2,12,1,3,2,0,2,0,2,32,0,2,0,0,19,15,0,4,0,30,0,3,25,5,3000,3350,3700,3357.18,567,1,24,5,0,12,9.58,0.67,1,33,17,0,0,3,14,1,1,3,2,7,11,6,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143,NA,46.51,5.17,0,0,0,29.41,29.41,0,29.41
2015,"MUNICIPIO",220140,6935,6607,3230,3377,1829,3370,1408,869,1720,788,NA,0.612,NA,NA,92,70,70,2,29,19,23,12,7,0,0,0,90,19,23.5,28,24.05,6.59,0,4,30,0,1,6,8,6,0,72,0,27,63,41,51,92,0,0,0,0,89,0,3,89,0,3,38,39,40,38.66,2.18,0,23,4,7,41,85,7,53,39,85,1,0,31,3,20,2,16,1,0,0,0,13,90,0,1,1,0,42,50,10,6,0,75,0,9,79,4,2807.5,3115,3501.25,3096.27,529.35,9,71,6,1,89,9.67,0.75,1,90,46,0,0,5,41,0,4,19,6,12,29,17,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.107,5.027,53.49,6.63,0,0,0,32.61,32.61,0,32.61
2015,"MUNICIPIO",220150,26331,25774,13048,12726,7342,13395,5037,3503,6638,2585,NA,0.545,NA,NA,378,327,327,2,86,105,97,63,21,2,2,0,376,20,24,29,24.8,6.13,7,54,156,0,10,9,24,16,1,320,0,63,307,151,227,374,2,0,1,3,348,0,25,352,0,25,38,39,40,38.85,2.28,0,83,34,43,200,296,82,214,164,355,11,2,111,16,121,10,60,4,7,2,2,34,372,1,4,1,0,198,180,24,16,1,320,0,25,334,19,2900,3200,3500,3203.25,545.92,35,296,39,7,367,9.35,0.96,3,365,143,0,0,16,127,1,18,62,9,37,80,63,8,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.527,NA,56.94,5.43,0,0,0,5.29,5.29,0,5.29
2015,"MUNICIPIO",220155,3919,3778,1936,1842,1066,2079,633,544,984,314,NA,0.576,NA,NA,50,46,46,0,9,15,15,9,2,0,0,0,50,20,25,28,24.86,5.72,0,4,12,0,3,4,20,0,0,29,0,6,43,22,28,48,2,0,1,4,42,0,3,47,0,3,38,39,40,38.2,3.73,0,14,3,3,30,50,0,27,23,48,1,1,19,1,14,1,6,1,0,1,1,6,50,0,0,0,0,21,27,20,0,0,29,0,9,41,0,2570,2952.5,3172.5,2775,740.41,11,35,1,1,48,9.45,0.82,1,48,32,0,0,2,30,0,3,11,1,15,15,15,2,0,5,5,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,50.81,8.17,0,0,0,100,100,0,100
2015,"MUNICIPIO",220157,3464,3284,1682,1602,828,1802,654,402,862,338,NA,0.551,NA,NA,36,34,34,0,5,11,10,8,1,1,0,0,36,22.75,25,30.25,26,5.95,1,7,5,0,1,2,3,2,0,31,0,15,21,12,24,36,0,0,0,1,35,0,0,36,0,0,38,39,39,38,2.06,0,11,1,6,16,36,0,12,24,35,1,0,7,4,8,3,7,0,1,0,0,6,36,0,0,0,0,19,17,3,2,0,31,0,3,31,2,2975,3200,3302.5,3138.31,519.28,0,33,3,0,35,8.83,1.15,0,35,13,0,0,1,12,0,2,4,1,5,8,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.148,NA,41.76,3.75,0,0,0,27.78,27.78,0,27.78
2015,"MUNICIPIO",220160,10027,9911,5014,4897,2567,5010,2334,1285,2400,1212,NA,0.557,NA,NA,143,82,82,3,38,42,26,27,5,2,0,0,140,19,23,29,23.99,6.2,0,11,54,0,9,6,12,15,0,106,0,43,93,65,78,139,4,0,0,0,132,0,8,132,0,8,38,39,40,39.11,1.81,0,29,6,8,72,128,15,80,63,135,5,0,46,8,35,9,25,2,2,4,0,7,127,16,0,0,0,74,69,12,15,0,106,0,11,123,9,2902.5,3210,3545,3214.45,514.8,6,112,12,1,126,9.69,0.66,1,139,52,0,0,3,49,3,7,21,4,14,33,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.255,NA,59.58,5.19,0,0,0,0,0,0,0
2015,"MUNICIPIO",220170,5402,5319,2679,2640,1476,2701,1142,719,1309,612,NA,0.612,NA,NA,83,71,71,0,14,28,25,12,3,1,0,0,83,21,24,29,24.88,5.57,3,5,28,0,5,14,6,4,0,67,0,35,48,30,53,83,0,0,0,0,76,0,6,76,0,6,38,39,40,38.83,1.73,0,18,13,9,39,83,0,28,55,81,0,0,22,6,19,4,25,0,0,0,0,4,83,0,0,0,0,43,40,6,4,0,67,0,4,73,6,2909,3230,3628,3244.75,540.74,10,61,11,6,75,8.98,2.18,1,82,42,0,0,4,38,2,7,16,4,9,22,20,2,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.804,NA,63.41,7.77,0,0,0,36.14,36.14,0,36.14
2015,"MUNICIPIO",220173,6097,6015,3113,2902,1919,3118,978,945,1452,505,NA,0.489,NA,NA,117,59,59,2,31,28,32,15,8,1,0,0,115,19,24,29,24.3,6.26,0,25,48,0,0,6,14,6,2,64,0,44,72,50,67,115,2,0,0,2,103,0,10,105,0,10,38,39,40.5,39.11,2.12,0,29,8,9,56,112,5,56,61,96,10,2,35,5,35,0,13,3,5,2,2,8,112,1,4,0,0,58,59,14,6,2,64,0,8,98,11,2985,3260,3610,3259.98,570.78,7,92,12,2,76,9.22,1.31,2,111,33,0,0,4,29,1,1,15,2,10,17,16,6,0,2,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,NA,NA,80.58,5.41,854.7,68.87,68.87,17.09,17.09,0,17.09
2015,"MUNICIPIO",220177,6599,6296,3204,3092,1946,3243,1107,934,1623,535,NA,0.575,NA,NA,98,33,33,4,17,23,36,13,3,2,0,0,94,20.25,25,28,24.84,5.91,0,13,39,0,2,3,4,2,1,88,0,23,71,35,63,94,4,0,1,1,90,0,6,92,0,6,38,39,40,38.72,2.54,0,22,8,14,50,97,1,59,39,92,2,0,25,2,36,5,11,0,1,4,0,10,48,50,0,0,0,49,49,4,2,1,88,0,11,79,8,2922.5,3250,3500,3168.51,629.95,11,67,15,0,48,9.77,0.69,1,95,28,0,0,4,24,0,4,14,1,5,15,13,3,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,NA,60.38,4.24,0,0,0,20.41,20.41,0,20.41
2015,"MUNICIPIO",220180,4436,4369,2149,2220,962,2230,1177,463,1129,628,NA,0.632,NA,NA,38,38,38,0,6,7,10,12,3,0,0,0,38,22,27,31,26.76,5.86,2,7,12,0,0,1,7,0,0,31,0,15,23,17,21,38,0,0,0,0,38,0,0,38,0,0,38,38.5,39,38.63,1.22,0,7,7,5,19,38,0,6,32,32,6,0,9,6,3,5,7,2,4,0,0,2,38,0,0,0,0,19,19,7,0,0,31,0,1,36,1,2922.5,3338,3590,3279.53,415.07,1,34,3,3,35,8.63,1.34,1,37,48,0,0,4,44,0,8,18,7,11,30,18,2,0,3,3,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2.355,NA,33.66,10.82,2631.58,88.57,88.57,78.95,78.95,0,78.95
2015,"MUNICIPIO",220190,24327,22629,11303,11326,6642,12700,3287,3264,6357,1705,NA,0.668,NA,NA,482,260,260,7,109,125,119,82,33,7,0,0,475,20,24.5,30,24.98,6.43,3,35,141,0,29,71,64,23,0,390,0,134,346,221,261,471,11,2,1,2,470,0,6,475,0,6,38,39,40,38.48,2.18,0,82,33,38,324,52,430,137,345,459,20,1,100,90,81,33,110,7,10,11,1,36,480,2,0,0,0,255,227,64,23,0,390,0,40,416,26,2893.5,3199,3520,3181.38,551.93,34,381,49,2,278,9.49,0.89,3,479,101,0,0,11,90,2,17,35,7,29,64,37,9,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.447,NA,75.82,4.15,0,0,0,4.15,2.07,2.07,4.15
2015,"MUNICIPIO",220191,5497,5304,2747,2557,1541,2784,979,790,1315,452,NA,0.532,NA,NA,97,84,84,2,27,28,19,11,8,2,0,0,95,19,23,27,23.93,6.56,0,14,46,0,3,2,16,3,0,74,0,13,83,37,60,95,2,0,0,0,91,0,6,91,0,6,37,39,40,38.57,1.85,0,30,12,16,34,97,0,63,34,94,3,0,21,11,34,3,11,1,2,2,0,12,96,0,1,0,0,50,47,16,3,0,74,0,6,87,4,2920,3300,3510,3239.16,463.32,3,80,12,1,94,9.73,0.88,0,97,34,0,0,3,31,1,10,13,1,6,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,73.76,6.19,0,0,0,0,0,0,0
2015,"MUNICIPIO",220192,5549,5393,2693,2700,1466,2832,1095,728,1398,574,NA,0.542,NA,NA,79,57,57,0,24,19,22,7,6,1,0,0,79,19,24,28,24.24,6.32,0,9,35,0,2,1,3,1,0,75,0,22,57,34,45,77,2,0,0,1,75,0,3,76,0,3,37,39,40,38.68,1.92,0,23,4,8,43,79,0,25,54,73,4,2,26,1,25,2,11,3,1,2,2,6,79,0,0,0,0,39,40,3,1,0,75,0,4,70,5,2907.5,3150,3550,3206.91,484.24,10,57,9,1,60,9.36,1.24,0,78,26,0,0,3,23,0,6,7,4,6,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.436,NA,56.51,4.69,0,0,0,0,0,0,0
2015,"MUNICIPIO",220194,6380,6193,3079,3114,1708,3061,1424,871,1530,713,NA,0.56,NA,NA,122,22,22,3,24,32,35,20,4,3,1,0,119,20,25,29,25.13,6.46,0,11,51,0,4,3,3,0,1,115,0,27,91,43,79,122,0,0,1,0,114,0,5,115,0,5,38,39,40,39.12,1.91,0,36,4,24,52,122,0,76,46,119,1,0,31,5,52,4,19,1,0,0,0,6,33,89,0,0,0,61,61,3,0,1,115,0,5,106,11,3035,3400,3600,3335.8,503.41,8,96,16,0,32,9.53,0.8,0,121,45,0,0,4,41,1,3,18,6,13,22,23,1,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,79.74,7.05,0,0,0,24.59,24.59,0,24.59
2015,"MUNICIPIO",220196,8159,7966,4075,3891,2074,4197,1695,1028,2035,828,NA,0.577,NA,NA,113,81,81,0,21,29,37,11,12,3,0,0,113,21,25,29,25.73,6.47,3,8,39,0,5,8,9,2,0,87,0,15,94,45,68,109,4,0,1,0,103,0,9,104,0,9,38,39,40,38.83,2.26,0,22,10,15,63,113,0,56,57,111,1,0,42,0,40,0,15,0,1,4,0,10,113,0,0,0,0,55,58,9,2,0,87,0,6,102,5,2900,3132,3440,3149.31,530.8,6,94,6,1,112,9.63,0.83,1,109,32,0,0,0,32,2,5,14,4,7,17,15,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,5.329,NA,55.53,3.92,884.96,49.14,49.14,8.85,8.85,0,8.85
2015,"MUNICIPIO",220198,3871,3850,1944,1906,1114,1985,751,580,954,372,NA,0.515,NA,NA,47,39,39,1,16,13,10,7,0,0,0,0,46,19,22,27.5,22.94,5.35,0,8,17,0,0,4,1,3,1,42,0,17,30,17,30,47,0,0,0,0,46,0,1,46,0,1,38,39,40,39.09,1.63,0,8,0,7,30,46,1,19,28,45,2,0,14,2,11,2,13,1,1,0,0,3,46,0,1,0,0,24,23,1,3,1,42,0,2,41,4,3042.5,3250,3563,3307.6,419.56,2,39,5,0,43,9.4,0.73,1,45,20,0,0,1,19,0,4,10,1,4,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033,NA,49.27,5.17,0,0,0,0,0,0,0
2015,"MUNICIPIO",220200,19415,19074,9622,9452,5533,9941,3600,2717,4882,1853,NA,0.565,NA,NA,348,276,276,4,73,110,83,58,17,3,0,0,344,20,24,29,24.63,5.9,0,42,114,0,9,22,43,15,0,263,0,109,237,134,214,337,8,0,1,5,313,0,28,319,0,28,38,39,40,38.82,2.46,0,117,56,39,117,339,9,224,124,333,9,1,91,23,116,11,58,4,4,11,1,24,338,2,6,2,0,177,171,43,15,0,264,0,25,300,22,3030,3310,3600,3275.52,563.63,10,283,37,8,326,9.57,0.96,2,346,115,0,0,11,104,5,17,27,13,42,68,47,5,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.938,NA,71.28,5.92,0,0,0,11.49,11.49,0,11.49
2015,"MUNICIPIO",220202,8188,7974,4145,3829,2300,4115,1559,1126,1948,755,NA,0.574,NA,NA,87,47,47,0,13,22,19,13,13,6,1,0,87,22,27,33.5,27.68,7.5,2,19,29,0,2,4,0,0,1,84,0,26,61,19,68,83,4,0,0,0,82,0,4,82,0,4,37,39,40,38.57,1.98,0,21,5,7,48,80,7,51,36,80,5,0,13,4,23,8,20,0,4,4,0,9,82,1,3,1,0,49,38,0,0,1,84,0,8,75,3,2900,3252.5,3560,3216.63,496.01,4,68,9,2,57,9.25,1.5,0,86,41,0,0,3,38,0,4,24,2,8,27,14,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.598,NA,44.66,5.01,0,0,0,11.49,11.49,0,11.49
2015,"MUNICIPIO",220205,10325,9928,5094,4834,2581,5203,2144,1217,2550,1067,NA,0.583,NA,NA,140,41,41,0,23,45,33,22,14,3,0,0,140,21,25,30,25.89,6.21,0,14,49,0,4,8,3,4,0,132,0,22,114,52,88,139,1,0,1,0,136,0,3,137,0,3,38,39,40,38.96,1.99,0,24,9,21,77,140,0,81,59,134,4,1,47,1,46,3,26,0,4,1,1,10,52,88,0,0,0,66,74,3,4,0,132,0,13,117,10,2937.5,3297,3600,3202.56,625.67,15,109,15,2,50,9.67,0.83,1,139,56,0,0,6,50,2,6,19,4,19,33,23,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.188,NA,54.9,5.42,0,0,0,7.14,7.14,0,7.14
2015,"MUNICIPIO",220207,3471,3343,1698,1645,942,1703,698,471,815,359,NA,0.562,NA,NA,41,38,38,1,14,11,8,3,3,1,0,0,40,18,23,26,23.49,6.8,1,2,18,0,3,0,2,2,0,37,0,13,28,17,24,41,0,0,0,0,37,0,4,37,0,4,38,39,40,39.2,2.44,0,9,2,5,24,41,0,20,21,40,1,0,13,2,13,0,9,0,1,0,0,3,41,0,0,0,0,15,26,2,2,0,37,0,2,35,4,3085,3340,3520,3325.98,486.7,2,31,6,0,41,9.49,0.75,0,41,21,0,0,2,19,0,2,11,2,4,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,50.31,6.05,0,0,0,0,0,0,0
2015,"MUNICIPIO",220208,7451,7163,3742,3421,2012,3825,1326,979,1769,673,NA,0.546,NA,NA,93,70,70,1,23,28,23,13,4,1,0,0,92,19,24,28,24.22,6.16,1,13,41,0,2,2,12,6,0,66,0,15,75,41,52,93,0,0,0,1,83,0,7,84,0,7,38,39,40,38.87,2.31,0,32,5,11,37,91,2,67,26,87,2,1,26,10,30,3,6,1,1,0,1,11,91,0,2,0,0,44,49,12,6,0,66,0,5,84,4,2945,3310,3600,3272.97,502.62,1,79,9,2,86,9.53,0.95,0,91,38,0,0,6,32,4,4,6,4,14,19,19,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,52.57,5.1,0,0,0,21.51,21.51,0,21.51
2015,"MUNICIPIO",220209,5674,5671,2845,2826,1682,2900,1089,815,1444,567,NA,0.588,NA,NA,76,69,69,0,16,19,13,15,10,2,1,0,76,20,26.5,32.25,26.58,7.45,3,12,30,0,0,5,14,1,0,60,0,20,56,28,48,74,2,0,0,0,73,0,3,73,0,3,38,39,40,38.82,1.57,0,19,1,3,49,76,0,33,43,73,1,2,18,8,26,4,11,0,1,1,2,5,76,0,0,0,0,38,38,14,1,0,60,0,6,68,2,2882.5,3165,3442.5,3143.13,431.27,3,68,3,1,74,9.4,0.87,0,76,32,0,0,8,24,1,5,6,1,11,23,9,1,0,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,52.63,5.64,0,0,0,39.47,26.32,13.16,39.47
2015,"MUNICIPIO",220210,5507,5408,2710,2698,1499,2694,1215,707,1358,633,NA,0.544,NA,NA,57,45,45,2,9,23,10,11,1,1,0,0,55,20,23,29,24.47,6.02,0,7,20,0,1,8,2,6,0,45,0,15,41,18,39,57,0,0,0,0,48,0,7,48,0,7,39,40,40,39.62,1.72,0,17,2,9,23,55,2,26,31,53,1,0,17,1,18,1,14,0,1,0,0,2,55,0,2,0,0,29,28,2,6,0,48,0,4,47,6,2830,3050,3370,3175.6,519.04,6,40,5,0,57,9.63,0.64,0,56,42,0,0,6,36,2,4,13,4,13,26,16,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2.259,NA,41.97,7.63,1754.39,73.64,73.64,0,0,0,0
2015,"MUNICIPIO",220211,4911,4693,2404,2289,1358,2565,770,649,1248,392,NA,0.537,NA,NA,67,63,63,0,14,21,19,8,5,0,0,0,67,20.5,24,29,24.96,5.84,1,6,39,0,0,0,13,5,1,48,0,33,34,34,33,65,2,0,0,1,65,0,1,66,0,1,38,39,40,38.73,1.9,0,21,2,3,40,67,0,29,38,66,1,0,25,4,18,0,10,0,0,2,0,8,67,0,0,0,0,31,36,13,5,1,48,0,10,54,3,2770,3150,3457.5,3088.06,545.23,11,51,3,1,66,9.33,0.81,1,65,29,0,0,3,26,0,2,13,3,8,13,16,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,53.69,5.91,0,0,0,14.93,14.93,0,14.93
2015,"MUNICIPIO",220213,5801,5592,2839,2753,1462,3058,1072,740,1487,526,NA,0.56,NA,NA,99,94,94,3,23,36,24,11,1,1,0,0,96,19,23,26,23.22,5.1,0,5,30,0,2,8,7,1,0,91,0,47,52,42,57,97,2,0,0,1,96,0,2,97,0,2,38,39,39,38.61,1.53,0,22,4,12,59,99,0,19,80,98,1,0,20,18,11,8,32,0,1,2,0,7,99,0,0,0,0,52,47,7,1,0,91,0,7,87,5,3000,3250,3525,3242.1,471,1,85,11,3,95,9.11,1.14,0,99,31,0,0,3,28,3,4,12,1,8,20,11,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,200,66.58,5.34,0,0,0,20.2,20.2,0,20.2
2015,"MUNICIPIO",220217,7094,6803,3466,3337,2316,3433,1054,1145,1658,534,NA,0.528,NA,NA,144,122,122,1,37,35,38,20,11,1,1,0,143,19,24,29,24.62,6.39,5,24,62,0,2,3,5,12,0,123,0,37,107,40,104,142,2,0,0,3,128,0,11,131,0,11,38,39,40.75,39.13,2.28,0,46,5,14,62,139,5,94,50,135,3,1,36,1,66,2,21,0,2,2,1,8,139,0,5,0,0,77,67,5,12,0,125,0,12,124,8,2941.25,3250,3512.5,3205.97,567.16,13,110,16,2,137,9.17,0.98,1,141,40,0,0,1,39,0,8,14,3,14,22,18,2,0,6,6,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,NA,NA,86.85,5.64,694.44,60.31,60.31,41.67,41.67,0,41.67
2015,"MUNICIPIO",220220,45971,45177,21781,23396,10463,24703,10011,5142,12749,5505,NA,0.656,NA,NA,629,154,154,4,115,185,143,130,46,6,0,0,625,20,25,30,25.48,6.09,4,65,190,0,21,74,32,2,0,583,0,133,481,256,373,622,6,1,6,3,598,0,18,608,0,18,38,39,40,38.47,2.31,0,123,52,96,320,201,428,314,315,602,14,1,168,52,185,22,105,4,9,6,1,64,201,426,1,1,0,310,319,32,2,0,583,0,42,546,41,2950,3250,3550,3226.13,566.82,33,510,73,3,196,9.61,1.08,1,623,313,0,0,33,280,10,46,116,30,78,175,137,15,0,4,3,1,0,1,0,1,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,45.971,NA,49.34,6.81,158.98,7.84,7.84,6.36,4.77,1.59,6.36
2015,"MUNICIPIO",220225,3904,3921,2029,1892,1162,1926,833,543,913,436,NA,0.583,NA,NA,44,35,35,0,11,10,11,9,3,0,0,0,44,19.75,25,30,25.11,6.1,0,0,16,0,2,2,2,2,0,38,0,26,17,14,30,44,0,0,0,0,41,0,1,41,0,1,38,39,40,38.69,1.89,0,6,5,5,24,38,6,23,21,42,1,0,12,0,10,1,14,0,1,0,0,3,39,0,5,0,0,24,20,2,2,0,38,0,4,36,4,2998,3284,3513,3264.39,534.26,4,31,7,1,42,9.53,0.8,1,43,13,0,0,2,11,0,1,4,1,5,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064,NA,48.19,3.33,0,0,0,0,0,0,0
2015,"MUNICIPIO",220230,20700,20020,9954,10066,5413,10433,4174,2697,5175,2194,NA,0.576,NA,NA,289,226,226,6,86,68,58,48,19,4,0,0,283,19,23,29,24.24,6.75,9,34,102,0,14,20,29,10,0,235,0,91,193,104,185,283,6,0,0,3,277,0,9,280,0,9,38,39,40,38.77,2.12,0,55,30,40,144,116,173,107,182,272,13,1,67,16,69,11,76,5,8,6,1,27,289,0,0,0,0,146,143,29,10,0,235,0,20,248,21,3000,3294,3500,3235.26,537.92,21,224,34,2,268,9.37,0.97,1,282,112,0,0,17,95,2,8,41,18,26,70,42,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,13.866,NA,55.85,5.41,346.02,19.32,19.32,6.92,6.92,0,6.92
2015,"MUNICIPIO",220240,11239,10953,5438,5515,3035,5622,2296,1471,2864,1180,NA,0.583,NA,NA,145,68,68,1,31,44,30,22,13,4,0,0,144,20,24,30,25.29,6.57,0,21,46,0,5,8,11,2,0,122,0,24,118,66,79,140,5,0,1,1,137,0,6,139,0,6,38,39,40,38.68,2.09,0,18,5,12,103,145,0,79,66,142,2,0,54,6,44,4,20,0,2,5,0,9,92,53,0,0,0,82,63,11,2,0,122,0,14,125,6,3074,3274,3500,3207.34,536.27,13,116,10,1,88,9.61,0.97,0,144,49,0,0,5,44,0,6,23,4,11,33,16,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.143,NA,50.63,4.36,0,0,0,6.9,6.9,0,6.9
