"ANO","NIVEL","CODMUNRES","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC"
2015,"MUNICIPIO",220157,13,0,0,1,12,0,2,4,1,5,8,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220160,52,0,0,3,49,3,7,21,4,14,33,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220170,42,0,0,4,38,2,7,16,4,9,22,20,2,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220173,33,0,0,4,29,1,1,15,2,10,17,16,6,0,2,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
2015,"MUNICIPIO",220177,28,0,0,4,24,0,4,14,1,5,15,13,3,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220180,48,0,0,4,44,0,8,18,7,11,30,18,2,0,3,3,0,0,1,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
2015,"MUNICIPIO",220190,101,0,0,11,90,2,17,35,7,29,64,37,9,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220191,34,0,0,3,31,1,10,13,1,6,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220192,26,0,0,3,23,0,6,7,4,6,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220194,45,0,0,4,41,1,3,18,6,13,22,23,1,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220196,32,0,0,0,32,2,5,14,4,7,17,15,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
2015,"MUNICIPIO",220198,20,0,0,1,19,0,4,10,1,4,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220200,115,0,0,11,104,5,17,27,13,42,68,47,5,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220202,41,0,0,3,38,0,4,24,2,8,27,14,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220205,56,0,0,6,50,2,6,19,4,19,33,23,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220207,21,0,0,2,19,0,2,11,2,4,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220208,38,0,0,6,32,4,4,6,4,14,19,19,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220209,32,0,0,8,24,1,5,6,1,11,23,9,1,0,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220210,42,0,0,6,36,2,4,13,4,13,26,16,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
2015,"MUNICIPIO",220211,29,0,0,3,26,0,2,13,3,8,13,16,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220213,31,0,0,3,28,3,4,12,1,8,20,11,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220217,40,0,0,1,39,0,8,14,3,14,22,18,2,0,6,6,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
2015,"MUNICIPIO",220220,313,0,0,33,280,10,46,116,30,78,175,137,15,0,4,3,1,0,1,0,1,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2015,"MUNICIPIO",220225,13,0,0,2,11,0,1,4,1,5,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220230,112,0,0,17,95,2,8,41,18,26,70,42,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
2015,"MUNICIPIO",220240,49,0,0,5,44,0,6,23,4,11,33,16,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220245,23,0,0,2,21,0,4,7,7,3,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220250,48,0,0,3,45,5,8,11,5,16,26,22,5,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220253,35,0,0,8,27,2,8,7,5,5,26,9,1,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220255,31,0,0,5,26,1,4,9,4,8,17,14,2,0,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220260,126,0,0,20,106,3,12,45,7,39,75,51,6,0,8,8,0,0,0,0,0,0,8,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
2015,"MUNICIPIO",220265,25,0,0,1,24,1,6,9,1,7,17,8,1,0,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220270,170,0,0,19,151,1,26,61,17,46,108,62,8,0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220271,25,0,0,3,22,2,2,6,1,11,13,12,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220272,40,0,0,3,37,0,4,23,3,7,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220273,19,0,0,3,16,1,5,4,2,4,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220275,36,0,0,6,30,1,2,10,10,7,18,18,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220277,49,0,0,5,44,2,6,18,6,12,22,27,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220280,28,0,0,1,27,0,3,13,2,9,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220285,17,0,0,3,14,2,0,7,1,4,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220290,116,0,0,23,93,5,11,32,13,32,69,47,9,0,5,5,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220300,27,0,0,5,22,1,2,9,2,8,20,7,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220310,46,0,0,11,35,1,4,11,4,15,30,16,1,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220320,56,0,0,8,48,3,10,18,5,12,35,21,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220323,18,0,0,2,16,0,2,5,1,8,7,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
2015,"MUNICIPIO",220325,19,0,0,1,18,1,2,9,0,6,9,10,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220327,16,0,0,3,13,1,3,5,0,4,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220330,94,0,0,7,87,4,11,32,6,34,56,38,3,0,3,3,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220335,39,0,0,3,36,1,5,16,3,11,27,11,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220340,37,0,0,1,36,1,9,19,1,6,20,17,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220342,24,0,0,2,22,1,5,9,0,7,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220345,49,0,0,4,45,3,7,20,5,10,26,23,4,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
2015,"MUNICIPIO",220350,113,0,0,7,106,2,15,52,3,34,58,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220360,39,0,0,3,36,2,6,15,1,12,25,14,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220370,234,0,0,35,199,2,33,88,9,67,132,102,11,0,12,12,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220375,16,0,0,2,14,0,3,4,3,4,9,7,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220380,43,0,0,3,40,4,5,18,1,12,25,18,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220385,24,0,0,3,21,1,4,11,3,2,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220390,450,0,0,58,392,10,67,154,48,113,241,207,18,0,17,17,0,0,0,1,0,0,16,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2015,"MUNICIPIO",220400,28,0,0,3,25,0,2,21,1,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220410,35,0,0,3,32,0,5,12,3,12,20,15,1,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220415,19,0,0,2,17,0,3,3,0,11,10,9,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220420,51,0,0,6,45,0,8,24,4,9,28,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220430,78,0,0,14,64,1,12,25,6,20,46,32,3,0,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220435,45,0,0,8,37,1,4,13,2,17,25,20,2,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
2015,"MUNICIPIO",220440,37,0,0,4,33,3,3,12,6,9,22,15,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220450,71,0,0,8,63,2,12,21,10,18,38,33,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220455,10,0,0,1,9,0,0,1,3,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220460,20,0,0,0,20,0,4,11,1,4,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220465,70,0,0,4,66,5,8,25,12,16,39,31,2,0,5,4,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220470,90,0,0,8,82,1,17,32,6,26,51,39,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220480,80,0,0,5,75,3,14,21,12,25,53,27,4,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220490,51,0,0,8,43,1,7,19,4,12,29,22,3,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220500,77,0,0,14,63,2,8,29,5,19,49,28,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220510,51,0,0,7,44,3,7,15,1,18,25,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220515,37,0,0,5,32,0,7,17,3,5,20,17,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220520,121,0,0,14,107,5,12,49,11,30,65,56,7,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220525,18,0,0,5,13,0,4,5,1,3,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220527,30,0,0,2,28,0,3,12,3,10,15,15,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220530,29,0,0,3,26,2,0,18,2,4,18,11,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220535,22,0,0,1,21,3,4,10,1,3,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220540,87,0,0,13,74,1,10,38,4,21,57,30,5,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220545,18,0,0,2,16,0,3,7,1,5,13,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220550,222,0,0,26,196,7,18,86,18,67,135,87,9,0,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220551,16,0,0,3,13,2,1,6,2,2,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220552,24,0,0,4,20,0,3,9,4,4,16,8,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220553,34,0,0,6,28,1,1,9,4,13,22,12,0,0,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220554,16,0,0,4,12,0,1,7,1,3,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220555,35,0,0,6,29,2,6,8,0,13,23,12,3,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MUNICIPIO",220556,27,0,0,2,25,1,6,10,1,7,10,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
